rank,name_russian,name_english,name_original,film_url,country,production_year,soviet_release_year,viewers_total,avg_ticket_price_rub,box_office_rubles
29,Они шли на Восток,,,https://www.kino-teatr.ru/kino/movie/euro/4755/annot/,СССР,1964,1964,16800000,0.34,5712000.00
30,Закон гор,,,https://www.kino-teatr.ru/kino/movie/sov/8324/annot/,,1964,1964,16600000,0.34,5644000.00
31,Москва - Генуя,,,https://www.kino-teatr.ru/kino/movie/sov/4013/annot/,,1964,1964,16300000,0.34,5542000.00
32,Милое семейство,,,https://www.kino-teatr.ru/kino/movie/euro/29060/annot/,Дания,1962,1964,15900000,0.34,5406000.00
33,Секретарь обкома,,,https://www.kino-teatr.ru/kino/movie/sov/6317/annot/,,1963,1964,15400000,0.34,5236000.00
34,Пропало лето,,,https://www.kino-teatr.ru/kino/movie/sov/5764/annot/,,1963,1964,15000000,0.34,5100000.00
35,Где Ахмед?,,,https://www.kino-teatr.ru/kino/movie/sov/14683/annot/,,1963,1964,14600000,0.34,4964000.00
36,Ждите нас на рассвете,,,https://www.kino-teatr.ru/kino/movie/sov/8927/annot/,,1963,1964,14300000,0.34,4862000.00
37,Мандат,,,https://www.kino-teatr.ru/kino/movie/sov/3713/annot/,,1963,1964,14200000,0.34,4828000.00
38,Капитан Нуль,,,https://www.kino-teatr.ru/kino/movie/sov/8648/annot/,,1964,1964,13600000,0.34,4624000.00
39,"Добро пожаловать, или Посторонним вход воспрещен",,,https://www.kino-teatr.ru/kino/movie/sov/1897/annot/,,1964,1964,13400000,0.34,4556000.00
40,Джура,,,https://www.kino-teatr.ru/kino/movie/sov/11724/annot/,,1964,1964,13300000,0.34,4522000.00
41,Строгая игра,,,https://www.kino-teatr.ru/kino/movie/sov/8365/annot/,,1963,1964,13300000,0.34,4522000.00
42,Двое в степи,,,https://www.kino-teatr.ru/kino/movie/sov/1669/annot/,,1962,1964,13200000,0.34,4488000.00
43,Юнга со шхуны «Колумб»,,,https://www.kino-teatr.ru/kino/movie/sov/8136/annot/,,1963,1964,13200000,0.34,4488000.00
44,Веские доказательства,,,https://www.kino-teatr.ru/kino/movie/euro/22846/annot/,Франция,1963,1964,12900000,0.34,4386000.00
45,Такова спортивная жизнь,,,https://www.kino-teatr.ru/kino/movie/euro/20313/annot/,Великобритания,1963,1964,12600000,0.34,4284000.00
46,"Сумка, полная сердец",,,https://www.kino-teatr.ru/kino/movie/sov/6887/annot/,,1964,1964,12600000,0.34,4284000.00
47,Негасимое пламя,,,https://www.kino-teatr.ru/kino/movie/sov/4363/annot/,,1964,1964,12100000,0.34,4114000.00
48,"Тот, кто рядом с тобой",,,https://www.kino-teatr.ru/kino/movie/euro/82358/annot/,ГДР,1963,1964,12000000,0.34,4080000.00
49,Пядь земли,,,https://www.kino-teatr.ru/kino/movie/sov/5878/annot/,,1964,1964,11900000,0.34,4046000.00
50,Генерал и маргаритки,,,https://www.kino-teatr.ru/kino/movie/sov/1350/annot/,,1963,1964,11800000,0.34,4012000.00
51,Зелёный дом,,,https://www.kino-teatr.ru/kino/movie/sov/15608/annot/,,1964,1964,11300000,0.34,3842000.00
52,"Человек, которого нет",,,https://www.kino-teatr.ru/kino/movie/euro/89464/annot/,Венгрия,1964,1964,10800000,0.34,3672000.00
53,Русский лес,,,https://www.kino-teatr.ru/kino/movie/sov/6101/annot/,1963,1964,1964,10800000,0.34,3672000.00
54,Ночь среди дня,,,https://www.kino-teatr.ru/kino/movie/euro/90184/annot/,Венгрия,1963,1964,10600000,0.34,3604000.00
55,Весенние хлопоты,,,https://www.kino-teatr.ru/kino/movie/sov/903/annot/,,1964,1964,10200000,0.34,3468000.00
56,Свадебный завтрак,,,https://www.kino-teatr.ru/kino/movie/hollywood/19955/annot/,США,1956,1964,9800000,0.34,3332000.00
57,Пассажирка,,,https://www.kino-teatr.ru/kino/movie/euro/42605/annot/,Польша,1963,1964,9700000,0.34,3298000.00
58,Волшебный халат,,,https://www.kino-teatr.ru/kino/movie/sov/12040/annot/,,1964,1964,9700000,0.34,3298000.00
59,Хроника одного дня,,,https://www.kino-teatr.ru/kino/movie/sov/7666/annot/,,1963,1964,9600000,0.34,3264000.00
60,Синяя тетрадь,,,https://www.kino-teatr.ru/kino/movie/sov/6445/annot/,,1963,1964,9100000,0.34,3094000.00
61,Коротко лето в горах,,,https://www.kino-teatr.ru/kino/movie/sov/3193/annot/,,1963,1964,9100000,0.34,3094000.00
62,Мирное время,,,https://www.kino-teatr.ru/kino/movie/sov/3901/annot/,,1964,1964,8600000,0.34,2924000.00
63,Как важно быть серьёзным,,,https://www.kino-teatr.ru/kino/movie/euro/29335/annot/,Великобритания,1952,1964,8500000,0.34,2890000.00
64,Над пустыней небо,,,https://www.kino-teatr.ru/kino/movie/sov/4218/annot/,,1963,1964,8300000,0.34,2822000.00
65,Тропы Алтая,,,https://www.kino-teatr.ru/kino/movie/sov/9321/annot/,,1963,1964,8200000,0.34,2788000.00
66,Оглянись в пути,,,https://www.kino-teatr.ru/kino/movie/sov/14314/annot/,,1963,1964,7500000,0.34,2550000.00
67,Карбид и щавель,,,https://www.kino-teatr.ru/kino/movie/euro/19959/annot/,ГДР,1963,1964,7200000,0.34,2448000.00
68,Новый нечистый из преисподней,,,https://www.kino-teatr.ru/kino/movie/sov/15001/annot/,,1964,1964,6900000,0.34,2346000.00
69,Чудо отца Малахиаса,,,https://www.kino-teatr.ru/kino/movie/euro/56546/annot/,ФРГ,1961,1964,6800000,0.34,2312000.00
70,Кто оседлает коня?,,,https://www.kino-teatr.ru/kino/movie/sov/14649/annot/,,1963,1964,6600000,0.34,2244000.00
71,Состязание,,,https://www.kino-teatr.ru/kino/movie/sov/6678/annot/,,1963,1964,5700000,0.34,1938000.00
72,Сон,,,https://www.kino-teatr.ru/kino/movie/sov/6660/annot/,,1964,1964,5500000,0.34,1870000.00
73,Я - Куба,,,https://www.kino-teatr.ru/kino/movie/sov/9118/annot/,,1964,1964,5400000,0.34,1836000.00
74,Маленькие рыцари,,,https://www.kino-teatr.ru/kino/movie/sov/8336/annot/,,1963,1964,5400000,0.34,1836000.00
75,Лицом к лицу,,,https://www.kino-teatr.ru/kino/movie/euro/22501/annot/,Югославия,1963,1964,5100000,0.34,1734000.00
76,Зачарованная Десна,,,https://www.kino-teatr.ru/kino/movie/sov/2414/annot/,,1964,1964,4800000,0.34,1632000.00
77,Летние рассказы (киноальманах),,,https://www.kino-teatr.ru/kino/movie/sov/14933/annot/,,1964,1964,4700000,0.34,1598000.00
78,Майя Плисецкая,,,https://www.kino-teatr.ru/kino/movie/sov/83540/annot/,,1964,1964,4100000,0.34,1394000.00
79,Шурка выбирает море,,,https://www.kino-teatr.ru/kino/movie/sov/8045/annot/,,1963,1964,4100000,0.34,1394000.00
80,Поет Гоар Гаспарян,,,https://www.kino-teatr.ru/kino/movie/sov/79756/annot/,,1963,1964,4000000,0.34,1360000.00
81,Трудный переход,,,https://www.kino-teatr.ru/kino/movie/sov/11794/annot/,,1964,1964,3700000,0.34,1258000.00
82,Домик в дюнах,,,https://www.kino-teatr.ru/kino/movie/sov/9568/annot/,,1963,1964,3400000,0.34,1156000.00
83,"Лупень, 29",,,https://www.kino-teatr.ru/kino/movie/euro/40765/annot/,Румыния,1962,1964,2500000,0.34,850000.00
84,Когда улетают аисты,,,https://www.kino-teatr.ru/kino/movie/sov/8923/annot/,,1964,1964,2200000,0.34,748000.00
85,Есть и такой остров,,,https://www.kino-teatr.ru/kino/movie/sov/9369/annot/,,1963,1964,2000000,0.34,680000.00
86,Спящая красавица (фильм-балет),,,https://www.kino-teatr.ru/kino/movie/sov/6719/annot/,,1964,1964,1600000,0.34,544000.00
87,Космический сплав,,,https://www.kino-teatr.ru/kino/movie/sov/8753/annot/,,1964,1964,400000,0.34,136000.00
1,Брак по-итальянски,,,https://www.kino-teatr.ru/kino/movie/euro/22095/annot/,Италия,1964,1965,41400000,0.35,14490000.00
2,"Верьте мне, люди",,,https://www.kino-teatr.ru/kino/movie/sov/884/annot/,,1964,1965,40000000,0.35,14000000.00
3,"Операция ""Ы"" и другие приключения Шурика",,,https://www.kino-teatr.ru/kino/movie/sov/4780/annot/,,1965,1965,39600000,0.35,13860000.00
4,Цветок в пыли,,,https://www.kino-teatr.ru/kino/movie/asia/30876/annot/,Индия,1959,1965,36800000,0.35,12880000.00
5,Чёрные очки,,,https://www.kino-teatr.ru/kino/movie/asia/85864/annot/,Египет,1962,1965,36300000,0.35,12705000.00
6,Как вас теперь называть?,,,https://www.kino-teatr.ru/kino/movie/sov/2851/annot/,,1965,1965,36200000,0.35,12670000.00
7,Скарамуш,,,https://www.kino-teatr.ru/kino/movie/hollywood/27786/annot/,США,1952,1965,36100000,0.35,12635000.00
8,Во имя любви,,,https://www.kino-teatr.ru/kino/movie/asia/45237/annot/,Индия,1960,1965,35700000,0.35,12495000.00
9,Гадюка,,,https://www.kino-teatr.ru/kino/movie/sov/1324/annot/,,1965,1965,34000000,0.35,11900000.00
10,Под покровом ночи,,,https://www.kino-teatr.ru/kino/movie/asia/61075/annot/,Индия,1956,1965,33600000,0.35,11760000.00
11,Ганга и Джамна,,,https://www.kino-teatr.ru/kino/movie/asia/58885/annot/,Индия,1961,1965,32100000,0.35,11235000.00
12,Игра без правил,,,https://www.kino-teatr.ru/kino/movie/sov/2633/annot/,,1965,1965,31100000,0.35,10885000.00
13,Чрезвычайное поручение,,,https://www.kino-teatr.ru/kino/movie/sov/7908/annot/,,1965,1965,30800000,0.35,10780000.00
14,Дайте жалобную книгу,,,https://www.kino-teatr.ru/kino/movie/sov/1569/annot/,,1965,1965,29900000,0.35,10465000.00
15,Чёрный бизнес,,,https://www.kino-teatr.ru/kino/movie/sov/7839/annot/,,1965,1965,29800000,0.35,10430000.00
16,"Ко мне, Мухтар!",,,https://www.kino-teatr.ru/kino/movie/sov/3029/annot/,,1964,1965,29600000,0.35,10360000.00
17,Любимец Нового Орлеана,,,https://www.kino-teatr.ru/kino/movie/hollywood/35006/annot/,США,1950,1965,28500000,0.35,9975000.00
18,Жаворонок,,,https://www.kino-teatr.ru/kino/movie/sov/2147/annot/,,1964,1965,27400000,0.35,9590000.00
19,Морской кот,,,https://www.kino-teatr.ru/kino/movie/euro/85223/annot/,Румыния,1963,1965,27300000,0.35,9555000.00
20,Дочь Стратиона,,,https://www.kino-teatr.ru/kino/movie/sov/2019/annot/,,1964,1965,26700000,0.35,9345000.00
21,След в океане,,,https://www.kino-teatr.ru/kino/movie/sov/6496/annot/,,1964,1965,25900000,0.35,9065000.00
22,Встреча со шпионом,,,https://www.kino-teatr.ru/kino/movie/euro/84923/annot/,Польша,1964,1965,25200000,0.35,8820000.00
23,Жили-были старик со старухой,,,https://www.kino-teatr.ru/kino/movie/sov/2271/annot/,,1964,1965,25100000,0.35,8785000.00
24,Зайчик,,,https://www.kino-teatr.ru/kino/movie/sov/2351/annot/,,1964,1965,25100000,0.35,8785000.00
25,Гранатовый браслет,,,https://www.kino-teatr.ru/kino/movie/sov/1505/annot/,,1964,1965,24800000,0.35,8680000.00
26,Лимонадный Джо,,,https://www.kino-teatr.ru/kino/movie/euro/36576/annot/,Чехословакия,1964,1965,24400000,0.35,8540000.00
27,Свет далёкой звезды,,,https://www.kino-teatr.ru/kino/movie/sov/6240/annot/,,1964,1965,24200000,0.35,8470000.00
28,Отец солдата,,,https://www.kino-teatr.ru/kino/movie/sov/4877/annot/,,1964,1965,23800000,0.35,8330000.00
29,Новый Дон Жуан,,,https://www.kino-teatr.ru/kino/movie/euro/51395/annot/,Испания,1956,1965,22900000,0.35,8015000.00
30,Ключи от неба,,,https://www.kino-teatr.ru/kino/movie/sov/3011/annot/,,1964,1965,22900000,0.35,8015000.00
31,Звезда балета,,,https://www.kino-teatr.ru/kino/movie/sov/2423/annot/,,1964,1965,21600000,0.35,7560000.00
32,Рогатый бастион,,,https://www.kino-teatr.ru/kino/movie/sov/12346/annot/,,1964,1965,21100000,0.35,7385000.00
33,Ракеты не должны взлететь,,,https://www.kino-teatr.ru/kino/movie/sov/8501/annot/,,1964,1965,20700000,0.35,7245000.00
34,"Раз - картошка, два - картошка",,,https://www.kino-teatr.ru/kino/movie/hollywood/51499/annot/,Великобритания,1964,1965,20200000,0.35,7070000.00
35,Иду на грозу,,,https://www.kino-teatr.ru/kino/movie/sov/2667/annot/,,1965,1965,19900000,0.35,6965000.00
36,Музыканты одного полка,,,https://www.kino-teatr.ru/kino/movie/sov/4099/annot/,,1965,1965,19800000,0.35,6930000.00
37,Обыкновенный фашизм,,,https://www.kino-teatr.ru/kino/movie/sov/4640/annot/,,1965,1965,19800000,0.35,6930000.00
38,Женитьба Бальзаминова,,,https://www.kino-teatr.ru/kino/movie/sov/2184/annot/,,1964,1965,19400000,0.35,6790000.00
39,Казнены на рассвете...,,,https://www.kino-teatr.ru/kino/movie/sov/2839/annot/,,1964,1965,19200000,0.35,6720000.00
40,Метель,,,https://www.kino-teatr.ru/kino/movie/sov/3858/annot/,,1964,1965,19100000,0.35,6685000.00
41,Морозко,,,https://www.kino-teatr.ru/kino/movie/sov/3999/annot/,,1964,1965,19100000,0.35,6685000.00
42,Карамболь,,,https://www.kino-teatr.ru/kino/movie/euro/78755/annot/,Венгрия,1964,1965,18900000,0.35,6615000.00
43,Палата,,,https://www.kino-teatr.ru/kino/movie/sov/4964/annot/,,1964,1965,18200000,0.35,6370000.00
44,Письма к живым,,,https://www.kino-teatr.ru/kino/movie/sov/5136/annot/,,1964,1965,18200000,0.35,6370000.00
45,Невесты-вдовы,,,https://www.kino-teatr.ru/kino/movie/euro/85454/annot/,Венгрия,1964,1965,17800000,0.35,6230000.00
46,Непрошенная любовь,,,https://www.kino-teatr.ru/kino/movie/sov/4430/annot/,,1964,1965,17700000,0.35,6195000.00
47,Хоккеисты,,,https://www.kino-teatr.ru/kino/movie/sov/7629/annot/,,1964,1965,17600000,0.35,6160000.00
48,Хочу верить,,,https://www.kino-teatr.ru/kino/movie/sov/7653/annot/,,1965,1965,17500000,0.35,6125000.00
49,Закон и кулак,,,https://www.kino-teatr.ru/kino/movie/euro/83503/annot/,Польша,1964,1965,17400000,0.35,6090000.00
50,Буря над Азией,,,https://www.kino-teatr.ru/kino/movie/sov/8675/annot/,,1964,1965,17400000,0.35,6090000.00
51,Зелёный огонёк,,,https://www.kino-teatr.ru/kino/movie/sov/2468/annot/,,1964,1965,17400000,0.35,6090000.00
52,Третья молодость,,,https://www.kino-teatr.ru/kino/movie/euro/7240/annot/,СССР,1965,1965,17200000,0.35,6020000.00
53,Авария,,,https://www.kino-teatr.ru/kino/movie/sov/106/annot/,,1965,1965,16900000,0.35,5915000.00
54,Секретарша,,,https://www.kino-teatr.ru/kino/movie/euro/85705/annot/,Дания,1963,1965,16800000,0.35,5880000.00
55,Боксёр и смерть,,,https://www.kino-teatr.ru/kino/movie/euro/83483/annot/,Чехословакия,1962,1965,16500000,0.35,5775000.00
56,Когда песня не кончается,,,https://www.kino-teatr.ru/kino/movie/sov/9674/annot/,,1964,1965,16500000,0.35,5775000.00
57,Любимая,,,https://www.kino-teatr.ru/kino/movie/sov/3561/annot/,,1965,1965,16500000,0.35,5775000.00
58,Наш дом,,,https://www.kino-teatr.ru/kino/movie/sov/4283/annot/,,1965,1965,16500000,0.35,5775000.00
59,Пепел и алмаз,,,https://www.kino-teatr.ru/kino/movie/euro/19205/annot/,Польша,1958,1965,16400000,0.35,5740000.00
60,На завтрашней улице,,,https://www.kino-teatr.ru/kino/movie/sov/4166/annot/,,1965,1965,16000000,0.35,5600000.00
61,Они не пройдут,,,https://www.kino-teatr.ru/kino/movie/sov/4752/annot/,,1965,1965,16000000,0.35,5600000.00
62,Спящий лев,,,https://www.kino-teatr.ru/kino/movie/sov/6720/annot/,,1965,1965,15900000,0.35,5565000.00
63,Комедия с дверной ручкой,,,https://www.kino-teatr.ru/kino/movie/euro/85144/annot/,Чехословакия,1964,1965,15800000,0.35,5530000.00
64,"Так держать, медсестра!",,,https://www.kino-teatr.ru/kino/movie/euro/71741/annot/,Великобритания,1959,1965,15700000,0.35,5495000.00
65,Лушка,,,https://www.kino-teatr.ru/kino/movie/sov/9699/annot/,,1964,1965,15400000,0.35,5390000.00
66,Нюрнбергский процесс,,,https://www.kino-teatr.ru/kino/movie/hollywood/24539/annot/,США,1961,1965,15300000,0.35,5355000.00
67,Бум,,,https://www.kino-teatr.ru/kino/movie/euro/38496/annot/,Италия,1963,1965,15200000,0.35,5320000.00
68,"Где ты, моя Зульфия?",,,https://www.kino-teatr.ru/kino/movie/sov/16439/annot/,,1964,1965,15100000,0.35,5285000.00
69,Незаконнорожденные,,,https://www.kino-teatr.ru/kino/movie/euro/85590/annot/,Югославия,1963,1965,15000000,0.35,5250000.00
