rank,name_russian,name_english,name_original,film_url,country,production_year,soviet_release_year,viewers_total,avg_ticket_price_rub,box_office_rubles
30,"В двух шагах от ""Рая""",,,https://www.kino-teatr.ru/kino/movie/sov/717/annot/,,1984,1985,12500000,0.55,6875000.00
31,Зимний вечер в Гаграх,,,https://www.kino-teatr.ru/kino/movie/sov/2495/annot/,,1985,1985,12500000,0.55,6875000.00
32,"Сон в руку, или Чемодан",,,https://www.kino-teatr.ru/kino/movie/sov/6662/annot/,,1985,1985,12400000,0.55,6820000.00
33,Господин Великий Новгород,,,https://www.kino-teatr.ru/kino/movie/sov/1484/annot/,,1985,1985,12200000,0.55,6710000.00
34,Битва за Москву,,,https://www.kino-teatr.ru/kino/movie/sov/545/annot/,СССР,1985,1985,12100000,0.55,6655000.00
35,Мой избранник,,,https://www.kino-teatr.ru/kino/movie/sov/3954/annot/,,1984,1985,12100000,0.55,6655000.00
36,"Милый, дорогой, любимый, единственный...",,,https://www.kino-teatr.ru/kino/movie/sov/3882/annot/,,1984,1985,12100000,0.55,6655000.00
37,Вариант «Зомби»,,,https://www.kino-teatr.ru/kino/movie/sov/815/annot/,,1985,1985,11500000,0.55,6325000.00
38,Тайна Золотой горы,,,https://www.kino-teatr.ru/kino/movie/sov/8259/annot/,,1985,1985,11400000,0.55,6270000.00
39,Тайная прогулка,,,https://www.kino-teatr.ru/kino/movie/sov/6993/annot/,,1985,1985,11200000,0.55,6160000.00
40,День гнева,,,https://www.kino-teatr.ru/kino/movie/sov/1738/annot/,,1985,1985,10800000,0.55,5940000.00
41,Лидер,,,https://www.kino-teatr.ru/kino/movie/sov/3484/annot/,,1984,1985,10400000,0.55,5720000.00
42,Действуй по обстановке!..,,,https://www.kino-teatr.ru/kino/movie/sov/1710/annot/,,1984,1985,9400000,0.55,5170000.00
43,Парашютисты,,,https://www.kino-teatr.ru/kino/movie/sov/4983/annot/,,1984,1985,9200000,0.55,5060000.00
44,Соперницы,,,https://www.kino-teatr.ru/kino/movie/sov/6669/annot/,,1985,1985,9000000,0.55,4950000.00
45,Малиновое вино,,,https://www.kino-teatr.ru/kino/movie/sov/3683/annot/,,1984,1985,9000000,0.55,4950000.00
46,"Прощай, зелень лета...",,,https://www.kino-teatr.ru/kino/movie/sov/5800/annot/,,1985,1985,8200000,0.55,4510000.00
47,О возвращении забыть,,,https://www.kino-teatr.ru/kino/movie/sov/4581/annot/,,1985,1985,7700000,0.55,4235000.00
48,Контрудар,,,https://www.kino-teatr.ru/kino/movie/sov/3159/annot/,,1985,1985,7600000,0.55,4180000.00
49,Зачем человеку крылья,,,https://www.kino-teatr.ru/kino/movie/sov/2417/annot/,,1984,1985,7300000,0.55,4015000.00
50,Герой её романа,,,https://www.kino-teatr.ru/kino/movie/sov/1358/annot/,,1984,1985,7200000,0.55,3960000.00
51,Семь стихий,,,https://www.kino-teatr.ru/kino/movie/sov/6361/annot/,,1984,1985,7200000,0.55,3960000.00
52,Отряд,,,https://www.kino-teatr.ru/kino/movie/sov/4894/annot/,,1984,1985,7000000,0.55,3850000.00
53,Город невест,,,https://www.kino-teatr.ru/kino/movie/sov/1456/annot/,,1985,1985,6900000,0.55,3795000.00
54,У призраков в плену,,,https://www.kino-teatr.ru/kino/movie/sov/7369/annot/,,1984,1985,6800000,0.55,3740000.00
55,Успех,,,https://www.kino-teatr.ru/kino/movie/sov/7486/annot/,,1984,1985,6700000,0.55,3685000.00
56,Жил отважный капитан,,,https://www.kino-teatr.ru/kino/movie/sov/2262/annot/,,1985,1985,6500000,0.55,3575000.00
57,"Мама, я жив",,,https://www.kino-teatr.ru/kino/movie/sov/3706/annot/,,1985,1985,6200000,0.55,3410000.00
58,Детство Бемби,,,https://www.kino-teatr.ru/kino/movie/sov/1806/annot/,,1985,1985,6200000,0.55,3410000.00
59,Расставания,,,https://www.kino-teatr.ru/kino/movie/sov/5967/annot/,,1984,1985,6000000,0.55,3300000.00
60,Полоса препятствий,,,https://www.kino-teatr.ru/kino/movie/sov/5375/annot/,,1984,1985,6000000,0.55,3300000.00
61,Инопланетянка,,,https://www.kino-teatr.ru/kino/movie/sov/2714/annot/,,1984,1985,5900000,0.55,3245000.00
62,Я за тебя отвечаю,,,https://www.kino-teatr.ru/kino/movie/sov/8171/annot/,,1984,1985,5900000,0.55,3245000.00
63,"Аплодисменты, аплодисменты",,,https://www.kino-teatr.ru/kino/movie/sov/271/annot/,,1984,1985,5900000,0.55,3245000.00
64,Как молоды мы были,,,https://www.kino-teatr.ru/kino/movie/sov/2859/annot/,,1985,1985,5400000,0.55,2970000.00
65,Шутки в сторону,,,https://www.kino-teatr.ru/kino/movie/sov/8053/annot/,,1984,1985,5000000,0.55,2750000.00
66,Благие намерения,,,https://www.kino-teatr.ru/kino/movie/sov/548/annot/,,1984,1985,5000000,0.55,2750000.00
67,Человеческий фактор,,,https://www.kino-teatr.ru/kino/movie/sov/7800/annot/,,1984,1985,4900000,0.55,2695000.00
68,Человек с аккордеоном,,,https://www.kino-teatr.ru/kino/movie/sov/7781/annot/,,1985,1985,4900000,0.55,2695000.00
69,Утро обречённого прииска,,,https://www.kino-teatr.ru/kino/movie/sov/7501/annot/,,1985,1985,4700000,0.55,2585000.00
70,Чиора,,,https://www.kino-teatr.ru/kino/movie/sov/7893/annot/,,1984,1985,4700000,0.55,2585000.00
71,Солнце в кармане,,,https://www.kino-teatr.ru/kino/movie/sov/6647/annot/,,1984,1985,4700000,0.55,2585000.00
72,Девочка из города,,,https://www.kino-teatr.ru/kino/movie/sov/1686/annot/,,1984,1985,4600000,0.55,2530000.00
73,И вот пришёл Бумбо...,,,https://www.kino-teatr.ru/kino/movie/sov/2583/annot/,,1984,1985,4600000,0.55,2530000.00
74,Вина лейтенанта Некрасова,,,https://www.kino-teatr.ru/kino/movie/sov/957/annot/,,1985,1985,4500000,0.55,2475000.00
75,"Продлись, продлись, очарованье...",,,https://www.kino-teatr.ru/kino/movie/sov/5743/annot/,,1984,1985,4500000,0.55,2475000.00
76,Всё начинается с любви,,,https://www.kino-teatr.ru/kino/movie/sov/1224/annot/,,1984,1985,4400000,0.55,2420000.00
77,Любимец публики,,,https://www.kino-teatr.ru/kino/movie/sov/3565/annot/,,1985,1985,4300000,0.55,2365000.00
78,Граждане Вселенной,,,https://www.kino-teatr.ru/kino/movie/sov/1498/annot/,,1984,1985,4200000,0.55,2310000.00
79,Потомок Белого Барса,,,https://www.kino-teatr.ru/kino/movie/sov/5505/annot/,,1984,1985,4100000,0.55,2255000.00
80,Рыцари черного озера,,,https://www.kino-teatr.ru/kino/movie/sov/10136/annot/,,1984,1985,3800000,0.55,2090000.00
81,Неудобный человек,,,https://www.kino-teatr.ru/kino/movie/sov/4451/annot/,,1985,1985,3800000,0.55,2090000.00
82,Долг в любви,,,https://www.kino-teatr.ru/kino/movie/sov/11497/annot/,,1984,1985,3500000,0.55,1925000.00
83,Моя маленькая жена,,,https://www.kino-teatr.ru/kino/movie/sov/4046/annot/,,1984,1985,3400000,0.55,1870000.00
84,Поручить генералу Нестерову...,,,https://www.kino-teatr.ru/kino/movie/sov/5420/annot/,,1984,1985,3300000,0.55,1815000.00
85,Танго нашего детства,,,https://www.kino-teatr.ru/kino/movie/sov/9460/annot/,,1984,1985,3200000,0.55,1760000.00
86,Невеста из Вуадиля,,,https://www.kino-teatr.ru/kino/movie/sov/4354/annot/,,1984,1985,3200000,0.55,1760000.00
87,Похищение,,,https://www.kino-teatr.ru/kino/movie/sov/5512/annot/,,1984,1985,3100000,0.55,1705000.00
88,Багратион,,,https://www.kino-teatr.ru/kino/movie/sov/347/annot/,,1985,1985,3100000,0.55,1705000.00
89,Клятва Джантая,,,https://www.kino-teatr.ru/kino/movie/sov/3019/annot/,,1984,1985,3000000,0.55,1650000.00
90,Осенний подарок фей,,,https://www.kino-teatr.ru/kino/movie/sov/4807/annot/,,1984,1985,3000000,0.55,1650000.00
91,Мужчины есть мужчины,,,https://www.kino-teatr.ru/kino/movie/sov/4088/annot/,,1985,1985,2900000,0.55,1595000.00
92,Подслушанный разговор,,,https://www.kino-teatr.ru/kino/movie/sov/5293/annot/,,1984,1985,2700000,0.55,1485000.00
93,Король Дроздовик,,,https://www.kino-teatr.ru/kino/movie/euro/36956/annot/,ФРГ,1984,1985,2600000,0.55,1430000.00
94,"Вера, надежда, любовь",,,https://www.kino-teatr.ru/kino/movie/sov/867/annot/,,1984,1985,2600000,0.55,1430000.00
95,Челюскинцы,,,https://www.kino-teatr.ru/kino/movie/sov/7801/annot/,,1984,1985,2600000,0.55,1430000.00
96,Восемь дней надежды,,,https://www.kino-teatr.ru/kino/movie/sov/1128/annot/,,1984,1985,2500000,0.55,1375000.00
97,Приходи свободным,,,https://www.kino-teatr.ru/kino/movie/sov/5699/annot/,,1984,1985,2400000,0.55,1320000.00
98,Идущий следом,,,https://www.kino-teatr.ru/kino/movie/sov/2669/annot/,,1984,1985,2400000,0.55,1320000.00
99,Твое мирное небо,,,https://www.kino-teatr.ru/kino/movie/sov/7081/annot/,,1984,1985,2200000,0.55,1210000.00
100,Три процента риска,,,https://www.kino-teatr.ru/kino/movie/sov/7268/annot/,,1984,1985,2200000,0.55,1210000.00
101,Нам не дано предугадать...,,,https://www.kino-teatr.ru/kino/movie/sov/4243/annot/,,1984,1985,2200000,0.55,1210000.00
102,Второй раз в Крыму,,,https://www.kino-teatr.ru/kino/movie/sov/1277/annot/,,1984,1985,2200000,0.55,1210000.00
103,Легенда Серебряного озера,,,https://www.kino-teatr.ru/kino/movie/sov/10471/annot/,,1984,1985,2100000,0.55,1155000.00
104,Яблоневый сад,,,https://www.kino-teatr.ru/kino/movie/sov/9726/annot/,,1985,1985,2100000,0.55,1155000.00
105,Пять невест до любимой,,,https://www.kino-teatr.ru/kino/movie/sov/5892/annot/,,1984,1985,2100000,0.55,1155000.00
106,Фронт в отчем доме,,,https://www.kino-teatr.ru/kino/movie/sov/8657/annot/,,1984,1985,2000000,0.55,1100000.00
107,Букет мимозы и другие цветы,,,https://www.kino-teatr.ru/kino/movie/sov/677/annot/,,1984,1985,2000000,0.55,1100000.00
108,"Ещё люблю, ещё надеюсь",,,https://www.kino-teatr.ru/kino/movie/sov/2140/annot/,,1984,1985,1900000,0.55,1045000.00
109,Бал,,,https://www.kino-teatr.ru/kino/movie/euro/25034/annot/,Алжир,1983,1985,1800000,0.55,990000.00
110,Грубая посадка,,,https://www.kino-teatr.ru/kino/movie/sov/1539/annot/,,1985,1985,1800000,0.55,990000.00
111,Волшебная ночь,,,https://www.kino-teatr.ru/kino/movie/sov/11014/annot/,,1983,1985,1700000,0.55,935000.00
112,Семейные тайны,,,https://www.kino-teatr.ru/kino/movie/sov/6338/annot/,,1983,1985,1700000,0.55,935000.00
113,Позывные «Вершина»,,,https://www.kino-teatr.ru/kino/movie/sov/5321/annot/,,1984,1985,1700000,0.55,935000.00
114,Тихие воды глубоки,,,https://www.kino-teatr.ru/kino/movie/sov/7152/annot/,,1984,1985,1700000,0.55,935000.00
115,Тревожный рассвет,,,https://www.kino-teatr.ru/kino/movie/sov/7225/annot/,,1984,1985,1600000,0.55,880000.00
116,Пока пройдет осенний дождь,,,https://www.kino-teatr.ru/kino/movie/sov/5331/annot/,,1985,1985,1600000,0.55,880000.00
117,Талисман любви,,,https://www.kino-teatr.ru/kino/movie/sov/9228/annot/,,1984,1985,1500000,0.55,825000.00
118,"Операция ""Зузук""",,,https://www.kino-teatr.ru/kino/movie/euro/124729/annot/,Румыния,1983,1985,1300000,0.55,715000.00
119,Фраги - разлученный со счастьем,,,https://www.kino-teatr.ru/kino/movie/sov/7577/annot/,,1984,1985,1300000,0.55,715000.00
120,Мой друг Иван Лапшин,,,https://www.kino-teatr.ru/kino/movie/sov/3952/annot/,,1984,1985,1300000,0.55,715000.00
121,Друзей не предают,,,https://www.kino-teatr.ru/kino/movie/sov/11581/annot/,,1984,1985,1200000,0.55,660000.00
122,Волны умирают на берегу,,,https://www.kino-teatr.ru/kino/movie/sov/1079/annot/,,1985,1985,1200000,0.55,660000.00
123,Через все годы,,,https://www.kino-teatr.ru/kino/movie/sov/7811/annot/,,1984,1985,1200000,0.55,660000.00
124,Порох,,,https://www.kino-teatr.ru/kino/movie/sov/5413/annot/,,1985,1985,1200000,0.55,660000.00
125,Я научу вас мечтать...,,,https://www.kino-teatr.ru/kino/movie/sov/84378/annot/,,1984,1985,1100000,0.55,605000.00
126,Репортаж с линии огня,,,https://www.kino-teatr.ru/kino/movie/sov/5996/annot/,,1984,1985,1000000,0.55,550000.00
127,Радуница,,,https://www.kino-teatr.ru/kino/movie/sov/5910/annot/,,1984,1985,900000,0.55,495000.00
128,Возвращение покровителя песен,,,https://www.kino-teatr.ru/kino/movie/sov/1039/annot/,,1984,1985,800000,0.55,440000.00
129,Секунда на подвиг,,,https://www.kino-teatr.ru/kino/movie/asia/6327/annot/,СССР,1985,1985,800000,0.55,440000.00
130,Белые грёзы,,,https://www.kino-teatr.ru/kino/movie/sov/478/annot/,,1985,1985,800000,0.55,440000.00
131,Нет худа без добра,,,https://www.kino-teatr.ru/kino/movie/sov/10435/annot/,,1984,1985,700000,0.55,385000.00
132,Блудный сын,,,https://www.kino-teatr.ru/kino/movie/sov/10117/annot/,,1984,1985,700000,0.55,385000.00
133,Мы еще встретимся,,,https://www.kino-teatr.ru/kino/movie/sov/12865/annot/,,1984,1985,600000,0.55,330000.00
134,Первый,,,https://www.kino-teatr.ru/kino/movie/sov/5047/annot/,,1984,1985,600000,0.55,330000.00
135,Огни,,,https://www.kino-teatr.ru/kino/movie/sov/4658/annot/,,1984,1985,600000,0.55,330000.00
136,Бунт невесток,,,https://www.kino-teatr.ru/kino/movie/sov/10524/annot/,,1985,1985,500000,0.55,275000.00
137,Земля и золото,,,https://www.kino-teatr.ru/kino/movie/sov/10974/annot/,,1984,1985,400000,0.55,220000.00
138,Реквием,,,https://www.kino-teatr.ru/kino/movie/sov/10288/annot/,,1984,1985,400000,0.55,220000.00
139,Тяжелая ноша,,,https://www.kino-teatr.ru/kino/movie/sov/10154/annot/,,1983,1985,400000,0.55,220000.00
140,Путешествие молодого композитора,,,https://www.kino-teatr.ru/kino/movie/sov/5854/annot/,,1984,1985,400000,0.55,220000.00
141,Примите Адама!,,,https://www.kino-teatr.ru/kino/movie/sov/8531/annot/,,1984,1985,300000,0.55,165000.00
142,Путь музыкантов,,,https://www.kino-teatr.ru/kino/movie/euro/120305/annot/,Болгария,1985,1985,200000,0.55,110000.00
143,Воспоминание о гранатовом дереве,,,https://www.kino-teatr.ru/kino/movie/sov/1140/annot/,,1984,1985,200000,0.55,110000.00
144,Лучшие годы,,,https://www.kino-teatr.ru/kino/movie/sov/3553/annot/,,1984,1985,100000,0.55,55000.00
145,Наедине,,,https://www.kino-teatr.ru/kino/movie/sov/4226/annot/,,1984,1985,100000,0.55,55000.00
146,Рябиновые ночи,,,https://www.kino-teatr.ru/kino/movie/sov/6132/annot/,,1984,1985,100000,0.55,55000.00
1,Двойной капкан,,,https://www.kino-teatr.ru/kino/movie/sov/1678/annot/,,1985,1986,42900000,0.56,24024000.00
2,Одиночное плавание,,,https://www.kino-teatr.ru/kino/movie/sov/4685/annot/,,1985,1986,40700000,0.56,22792000.00
3,Как три мушкетёра,,,https://www.kino-teatr.ru/kino/movie/asia/19362/annot/,Индия,1984,1986,38000000,0.56,21280000.00
4,Рейс 222,,,https://www.kino-teatr.ru/kino/movie/sov/5989/annot/,,1985,1986,35300000,0.56,19768000.00
5,Тайны мадам Вонг,,,https://www.kino-teatr.ru/kino/movie/sov/7001/annot/,,1986,1986,30100000,0.56,16856000.00
6,Змеелов,,,https://www.kino-teatr.ru/kino/movie/sov/2510/annot/,,1985,1986,29400000,0.56,16464000.00
7,Иди и смотри,,,https://www.kino-teatr.ru/kino/movie/sov/2660/annot/,,1985,1986,28900000,0.56,16184000.00
8,"Откройте, полиция!",,,https://www.kino-teatr.ru/kino/movie/euro/25916/annot/,Франция,1984,1986,26700000,0.56,14952000.00
9,Капкан для шакалов,,,https://www.kino-teatr.ru/kino/movie/sov/2914/annot/,,1985,1986,22600000,0.56,12656000.00
10,Русь изначальная,,,https://www.kino-teatr.ru/kino/movie/sov/6116/annot/,,1985,1986,19100000,0.56,10696000.00
11,Чужие здесь не ходят,,,https://www.kino-teatr.ru/kino/movie/sov/7944/annot/,,1985,1986,18100000,0.56,10136000.00
12,Неукротимая Анжелика,,,https://www.kino-teatr.ru/kino/movie/euro/27727/annot/,Франция,1967,1986,17700000,0.56,9912000.00
13,Анжелика и султан,,,https://www.kino-teatr.ru/kino/movie/euro/26154/annot/,Италия,1968,1986,17700000,0.56,9912000.00
14,Филадельфийский эксперимент,,,https://www.kino-teatr.ru/kino/movie/hollywood/18406/annot/,США,1984,1986,17300000,0.56,9688000.00
15,"Бармен из ""Золотого якоря""",,,https://www.kino-teatr.ru/kino/movie/sov/385/annot/,,1986,1986,17200000,0.56,9632000.00
16,Чудо невиданное,,,https://www.kino-teatr.ru/kino/movie/euro/54371/annot/,Югославия,1983,1986,17000000,0.56,9520000.00
17,Валентин и Валентина,,,https://www.kino-teatr.ru/kino/movie/sov/795/annot/,,1985,1986,16900000,0.56,9464000.00
18,Любовь и аэробика,,,https://www.kino-teatr.ru/kino/movie/hollywood/75383/annot/,США,1984,1986,16500000,0.56,9240000.00
19,Пять минут страха,,,https://www.kino-teatr.ru/kino/movie/sov/5891/annot/,,1985,1986,16300000,0.56,9128000.00
20,Танцплощадка,,,https://www.kino-teatr.ru/kino/movie/sov/7059/annot/,,1985,1986,16200000,0.56,9072000.00
21,Досье человека в «Мерседесе»,,,https://www.kino-teatr.ru/kino/movie/sov/2012/annot/,,1986,1986,15200000,0.56,8512000.00
22,Капитан «Пилигрима»,,,https://www.kino-teatr.ru/kino/movie/sov/2905/annot/,,1986,1986,15100000,0.56,8456000.00
23,Проделки в старинном духе,,,https://www.kino-teatr.ru/kino/movie/sov/5741/annot/,,1986,1986,15000000,0.56,8400000.00
24,Соучастие в убийстве,,,https://www.kino-teatr.ru/kino/movie/sov/6682/annot/,,1986,1986,14600000,0.56,8176000.00
25,Салон красоты,,,https://www.kino-teatr.ru/kino/movie/sov/6172/annot/,,1985,1986,14400000,0.56,8064000.00
26,Обвиняется свадьба,,,https://www.kino-teatr.ru/kino/movie/sov/4600/annot/,,1986,1986,14300000,0.56,8008000.00
27,Начни сначала,,,https://www.kino-teatr.ru/kino/movie/sov/4278/annot/,,1985,1986,14300000,0.56,8008000.00
28,Миллион в брачной корзине,,,https://www.kino-teatr.ru/kino/movie/sov/3878/annot/,,1985,1986,14100000,0.56,7896000.00
29,Вспышка,,,https://www.kino-teatr.ru/kino/movie/hollywood/32280/annot/,США,1984,1986,13200000,0.56,7392000.00
30,Короли шутки,,,https://www.kino-teatr.ru/kino/movie/euro/31258/annot/,Франция,1985,1986,13200000,0.56,7392000.00
31,Пароль знали двое,,,https://www.kino-teatr.ru/kino/movie/sov/4998/annot/,,1985,1986,13200000,0.56,7392000.00
32,Соседка,,,https://www.kino-teatr.ru/kino/movie/euro/30819/annot/,Франция,1981,1986,13100000,0.56,7336000.00
33,После дождичка в четверг,,,https://www.kino-teatr.ru/kino/movie/sov/5429/annot/,,1985,1986,12600000,0.56,7056000.00
34,Конец операции «Резидент»,,,https://www.kino-teatr.ru/kino/movie/sov/3143/annot/,,1986,1986,12300000,0.56,6888000.00
35,Ошибка молодости,,,https://www.kino-teatr.ru/kino/movie/euro/77920/annot/,Югославия,1984,1986,12200000,0.56,6832000.00
36,Поезд вне расписания,,,https://www.kino-teatr.ru/kino/movie/sov/5301/annot/,,1985,1986,12200000,0.56,6832000.00
37,Выйти замуж за капитана,,,https://www.kino-teatr.ru/kino/movie/sov/1298/annot/,,1985,1986,11500000,0.56,6440000.00
38,Как стать счастливым,,,https://www.kino-teatr.ru/kino/movie/sov/2868/annot/,,1985,1986,11200000,0.56,6272000.00
39,Год телёнка,,,https://www.kino-teatr.ru/kino/movie/sov/1405/annot/,,1986,1986,10500000,0.56,5880000.00
40,Седьмая мишень,,,https://www.kino-teatr.ru/kino/movie/euro/51225/annot/,Франция,1984,1986,10300000,0.56,5768000.00
41,Потерпевшие претензий не имеют,,,https://www.kino-teatr.ru/kino/movie/sov/5499/annot/,,1986,1986,10100000,0.56,5656000.00
42,Личное дело судьи Ивановой,,,https://www.kino-teatr.ru/kino/movie/sov/3516/annot/,,1985,1986,10000000,0.56,5600000.00
43,Научись танцевать,,,https://www.kino-teatr.ru/kino/movie/sov/4268/annot/,,1985,1986,9800000,0.56,5488000.00
44,По главной улице с оркестром,,,https://www.kino-teatr.ru/kino/movie/sov/5176/annot/,,1986,1986,9800000,0.56,5488000.00
45,Зонтик для новобрачных,,,https://www.kino-teatr.ru/kino/movie/sov/2567/annot/,,1986,1986,9700000,0.56,5432000.00
46,Игры для детей школьного возраста,,,https://www.kino-teatr.ru/kino/movie/sov/11244/annot/,,1985,1986,9400000,0.56,5264000.00
47,Странная история доктора Джекила и мистера Хайда,,,https://www.kino-teatr.ru/kino/movie/sov/6822/annot/,,1985,1986,9400000,0.56,5264000.00
48,Письма мёртвого человека,,,https://www.kino-teatr.ru/kino/movie/sov/5137/annot/,,1986,1986,9100000,0.56,5096000.00
49,Проверка на дорогах,,,https://www.kino-teatr.ru/kino/movie/sov/5723/annot/,,1971,1986,9000000,0.56,5040000.00
50,Постарайся остаться живым,,,https://www.kino-teatr.ru/kino/movie/sov/5490/annot/,,1986,1986,8500000,0.56,4760000.00
51,Воскресный папа,,,https://www.kino-teatr.ru/kino/movie/sov/1137/annot/,,1985,1986,8500000,0.56,4760000.00
52,Мы обвиняем,,,https://www.kino-teatr.ru/kino/movie/sov/4121/annot/,,1985,1986,7700000,0.56,4312000.00
53,Кто четвёртый?,,,https://www.kino-teatr.ru/kino/movie/sov/3347/annot/,,1985,1986,7500000,0.56,4200000.00
54,Подсудимый,,,https://www.kino-teatr.ru/kino/movie/sov/5295/annot/,,1985,1986,7200000,0.56,4032000.00
55,Под огнём,,,https://www.kino-teatr.ru/kino/movie/hollywood/27233/annot/,США,1983,1986,7100000,0.56,3976000.00
56,Размах крыльев,,,https://www.kino-teatr.ru/kino/movie/sov/5927/annot/,,1986,1986,7000000,0.56,3920000.00
57,Снайперы,,,https://www.kino-teatr.ru/kino/movie/sov/6577/annot/,,1985,1986,6900000,0.56,3864000.00
58,Бесконечная история,,,https://www.kino-teatr.ru/kino/movie/hollywood/26815/annot/,ФРГ,1984,1986,6700000,0.56,3752000.00
59,Дикий хмель,,,https://www.kino-teatr.ru/kino/movie/sov/1845/annot/,,1985,1986,6700000,0.56,3752000.00
60,Берега в тумане...,,,https://www.kino-teatr.ru/kino/movie/euro/508/annot/,СССР,1985,1986,6600000,0.56,3696000.00
61,Корабль пришельцев,,,https://www.kino-teatr.ru/kino/movie/sov/3173/annot/,,1985,1986,6600000,0.56,3696000.00
62,Полевая гвардия Мозжухина,,,https://www.kino-teatr.ru/kino/movie/sov/5348/annot/,,1985,1986,6500000,0.56,3640000.00
63,Чичерин,,,https://www.kino-teatr.ru/kino/movie/sov/7903/annot/,,1986,1986,6500000,0.56,3640000.00
64,Прорыв,,,https://www.kino-teatr.ru/kino/movie/sov/5766/annot/,,1986,1986,6500000,0.56,3640000.00
65,Прощание славянки,,,https://www.kino-teatr.ru/kino/movie/sov/5813/annot/,,1985,1986,6200000,0.56,3472000.00
66,Луизиана,,,https://www.kino-teatr.ru/kino/movie/hollywood/55754/annot/,США,1984,1986,5900000,0.56,3304000.00
67,Плата за проезд,,,https://www.kino-teatr.ru/kino/movie/sov/5151/annot/,,1986,1986,5800000,0.56,3248000.00
68,Тихая застава,,,https://www.kino-teatr.ru/kino/movie/sov/7150/annot/,,1985,1986,5800000,0.56,3248000.00
69,Сделка,,,https://www.kino-teatr.ru/kino/movie/sov/6289/annot/,,1985,1986,5700000,0.56,3192000.00
70,Дайте нам мужчин!,,,https://www.kino-teatr.ru/kino/movie/sov/1570/annot/,,1985,1986,5600000,0.56,3136000.00
71,Зина-Зинуля,,,https://www.kino-teatr.ru/kino/movie/sov/2503/annot/,,1986,1986,5300000,0.56,2968000.00
72,Непримиримые противоречия,,,https://www.kino-teatr.ru/kino/movie/hollywood/28784/annot/,США,1984,1986,5200000,0.56,2912000.00
73,"Там, где нас нет",,,https://www.kino-teatr.ru/kino/movie/sov/7039/annot/,,1986,1986,5200000,0.56,2912000.00
74,Зловредное воскресенье,,,https://www.kino-teatr.ru/kino/movie/sov/2507/annot/,,1985,1986,5200000,0.56,2912000.00
75,Говорит Москва,,,https://www.kino-teatr.ru/kino/movie/sov/1397/annot/,,1985,1986,5100000,0.56,2856000.00
76,В стреляющей глуши,,,https://www.kino-teatr.ru/kino/movie/sov/775/annot/,,1985,1986,4900000,0.56,2744000.00
77,Чегемский детектив,,,https://www.kino-teatr.ru/kino/movie/sov/8730/annot/,,1986,1986,4800000,0.56,2688000.00
78,Прыжок,,,https://www.kino-teatr.ru/kino/movie/sov/5815/annot/,,1985,1986,4700000,0.56,2632000.00
79,Танцы на крыше,,,https://www.kino-teatr.ru/kino/movie/sov/7063/annot/,,1985,1986,4500000,0.56,2520000.00
80,Вот моя деревня...,,,https://www.kino-teatr.ru/kino/movie/sov/1156/annot/,,1985,1986,4500000,0.56,2520000.00
81,Гибель «Аполлонии»,,,https://www.kino-teatr.ru/kino/movie/euro/102386/annot/,Болгария,1983,1986,4400000,0.56,2464000.00
82,Лиха беда начало,,,https://www.kino-teatr.ru/kino/movie/sov/3502/annot/,,1985,1986,4400000,0.56,2464000.00
83,Борис Годунов,,,https://www.kino-teatr.ru/kino/movie/euro/619/annot/,СССР,1986,1986,4400000,0.56,2464000.00
84,Последняя индульгенция,,,https://www.kino-teatr.ru/kino/movie/sov/8504/annot/,,1985,1986,4300000,0.56,2408000.00
85,"Храни меня, мой талисман",,,https://www.kino-teatr.ru/kino/movie/sov/7658/annot/,,1986,1986,4200000,0.56,2352000.00
86,Координаты смерти,,,https://www.kino-teatr.ru/kino/movie/asia/3167/annot/,СССР,1985,1986,4100000,0.56,2296000.00
87,Из жизни Потапова,,,https://www.kino-teatr.ru/kino/movie/sov/2674/annot/,,1985,1986,4100000,0.56,2296000.00
88,Контракт века,,,https://www.kino-teatr.ru/kino/movie/sov/3154/annot/,,1985,1986,4100000,0.56,2296000.00
89,Поклонись до земли,,,https://www.kino-teatr.ru/kino/movie/sov/5338/annot/,,1985,1986,4000000,0.56,2240000.00
90,Завещание,,,https://www.kino-teatr.ru/kino/movie/sov/2321/annot/,,1985,1986,4000000,0.56,2240000.00
91,Жалоба,,,https://www.kino-teatr.ru/kino/movie/sov/2151/annot/,,1986,1986,4000000,0.56,2240000.00
92,Подвиг Одессы,,,https://www.kino-teatr.ru/kino/movie/sov/5266/annot/,,1985,1986,3900000,0.56,2184000.00
93,Тема,,,https://www.kino-teatr.ru/kino/movie/sov/7107/annot/,,1979,1986,3900000,0.56,2184000.00
94,Свидание на Млечном пути,,,https://www.kino-teatr.ru/kino/movie/sov/10401/annot/,,1985,1986,3800000,0.56,2128000.00
95,Женихи,,,https://www.kino-teatr.ru/kino/movie/sov/2189/annot/,,1985,1986,3700000,0.56,2072000.00
96,Я любил вас больше жизни,,,https://www.kino-teatr.ru/kino/movie/sov/16247/annot/,,1985,1986,3500000,0.56,1960000.00
97,Приключения на маленьких островах,,,https://www.kino-teatr.ru/kino/movie/sov/10599/annot/,,1985,1986,3500000,0.56,1960000.00
98,По зову сердца,,,https://www.kino-teatr.ru/kino/movie/sov/5180/annot/,,1985,1986,3500000,0.56,1960000.00
99,Свора,,,https://www.kino-teatr.ru/kino/movie/sov/9746/annot/,,1985,1986,3400000,0.56,1904000.00
